uid,y_true
x05:61,1
x05:62,1
x05:63,1
x05:64,1
x05:65,1
x05:66,1
x05:67,0
x05:68,0
x05:69,0
x05:70,0
x05:71,0
x05:72,0
x05:73,0
x05:74,0
x05:75,0
x05:76,0
x05:77,0
x05:78,0
x05:79,0
x05:80,0
x05:81,0
x05:82,0
x05:83,0
x05:84,1
x05:85,1
x05:86,1
x05:87,1
x05:88,1
x05:89,1
x05:90,1
x05:91,1
x05:92,1
x05:93,1
x05:94,1
x05:95,1
x05:96,1
x05:97,1
x05:98,0
x05:99,0
x05:100,0
x05:101,0
x05:102,0
x05:103,0
x05:104,0
x05:105,0
x05:106,0
x05:107,0
x05:108,0
x05:109,1
x05:110,1
x05:111,0
x05:112,0
x05:113,1
x05:114,0
x05:115,0
x05:116,1
x05:117,1
x05:118,1
x05:119,1
x05:120,1
x05:121,1
x05:122,1
x05:123,1
x05:124,1
x05:125,1
x05:126,1
x05:127,1
x05:128,1
x05:129,1
x05:130,1
x05:131,1
x05:132,1
x05:133,1
x05:134,0
x05:135,0
x05:136,0
x05:137,0
x05:138,0
x05:139,0
x05:140,0
x05:141,0
x05:142,0
x05:143,0
x05:144,0
x05:145,0
x05:146,0
x05:147,0
x05:148,0
x05:149,0
x05:150,0
x05:151,0
x05:152,0
x05:153,0
x05:154,0
x05:155,0
x05:156,0
x05:157,1
x05:158,1
x05:159,1
x05:160,1
x05:161,1
x05:162,1
x05:163,1
x05:164,1
x05:165,1
x05:166,1
x05:167,1
x05:168,1
x05:169,1
x05:170,1
x05:171,1
x05:172,1
x05:173,1
x05:174,1
x05:175,1
x05:176,1
x05:177,1
x05:178,1
x05:179,1
x05:180,1
x05:181,1
x05:182,1
x05:183,1
x05:184,1
x05:185,1
x05:186,1
x05:187,1
x05:188,1
x05:189,1
x05:190,1
x05:191,1
x05:192,1
x05:193,1
x05:194,1
x05:195,1
x05:196,1
x05:197,1
x05:198,1
x05:199,1
x05:200,1
x05:201,1
x05:202,1
x05:203,1
x05:204,1
x05:205,1
x05:206,1
x05:207,1
x05:208,1
x05:209,1
x05:210,1
x05:211,1
x05:212,1
x05:213,1
x05:214,1
x05:215,1
x05:216,1
x05:217,1
x05:218,1
x05:219,1
x05:220,1
x05:221,1
x05:222,1
x05:223,1
x05:224,1
x05:225,1
x05:226,1
x05:227,1
x05:228,1
x05:229,1
x05:230,1
x05:231,1
x05:232,1
x05:233,1
x05:234,1
x05:235,1
x05:236,1
x05:237,1
x05:238,1
x05:239,1
x05:240,1
x05:241,1
x05:242,1
x05:243,1
x05:244,1
x05:245,1
x05:246,1
x05:247,1
x05:248,1
x05:249,1
x05:250,1
x05:251,1
x05:252,1
x05:253,1
x05:254,1
x05:255,1
x05:256,1
x05:257,1
x05:258,1
x05:259,1
x05:260,1
x05:261,1
x05:262,1
x05:263,1
x05:264,1
x05:265,0
x05:266,0
x05:267,0
x05:268,1
x05:269,1
x05:270,0
x05:271,0
x05:272,0
x05:273,0
x05:274,0
x05:275,1
x05:276,1
x05:277,1
x05:278,1
x05:279,1
x05:280,1
x05:281,1
x05:282,1
x05:283,1
x05:284,1
x05:285,1
x05:286,1
x05:287,1
x05:288,1
x05:289,1
x05:290,1
x05:291,1
x05:292,1
x05:293,1
x05:294,1
x05:295,1
x05:296,1
x05:297,1
x05:298,1
x05:299,1
x05:300,1
x05:301,0
x05:302,0
x05:303,0
x05:304,1
x05:305,1
x05:306,1
x05:307,1
x05:308,1
x05:309,1
x05:310,1
x05:311,1
x05:312,1
x05:313,1
x05:314,1
x05:315,1
x05:316,1
x05:317,1
x05:318,1
x05:319,1
x05:320,1
x05:321,1
x05:322,1
x05:323,1
x05:324,1
x05:325,1
x05:326,1
x05:327,1
x05:328,1
x05:329,1
x05:330,1
x05:331,1
x05:332,0
x05:333,1
x05:334,0
x05:335,0
x05:336,0
x05:337,0
x05:338,0
x05:339,0
x05:340,0
x05:341,0
x05:342,0
x05:343,0
x05:344,0
x05:345,0
x05:346,0
x05:347,0
x05:348,0
x05:349,0
x05:350,0
x05:351,0
x05:352,0
x05:353,0
x05:354,0
x05:355,0
x05:356,0
x05:357,0
x05:358,0
x05:359,0
x05:360,0
x05:361,0
x05:362,0
x05:363,0
x05:364,0
x05:365,0
x05:366,0
x05:367,0
x05:368,0
x05:369,0
x05:370,0
x05:371,0
x05:372,0
x05:373,1
x05:374,1
x05:375,1
x05:376,1
x05:377,1
x05:378,1
x05:379,1
x05:380,1
x05:381,1
x05:382,1
x05:383,1
x05:384,1
x05:385,1
x05:386,1
x05:387,1
x05:388,1
x05:389,1
x05:390,1
x05:391,1
x05:392,1
x05:393,1
x05:394,1
x05:395,1
x05:396,1
x05:397,1
x05:398,1
x05:399,1
x05:400,1
x05:401,1
x05:402,1
x05:403,1
x05:404,1
x05:405,1
x05:406,1
x05:407,1
x05:408,1
x05:409,1
x05:410,1
x05:411,1
x05:412,1
x05:413,1
x05:414,1
x05:415,1
x05:416,1
x05:417,1
x05:418,1
x05:419,1
x05:420,0
x05:421,1
x05:422,0
x05:423,0
x05:424,0
x05:425,0
x05:426,0
x05:427,0
x05:428,0
x05:429,0
x05:430,0
x05:431,0
x05:432,0
x05:433,0
x05:434,0
x05:435,0
x05:436,0
x05:437,0
x05:438,0
x05:439,0
x05:440,0
x05:441,0
x05:442,0
x05:443,1
x05:444,1
x05:445,0
x05:446,1
x05:447,1
x05:448,1
x05:449,1
x05:450,1
x05:451,1
x05:452,1
x05:453,1
x05:454,1
x05:455,1
x05:456,1
x05:457,1
x05:458,1
x05:459,1
x05:460,1
x05:461,1
x05:462,1
x05:463,1
x05:464,1
x05:465,1
x05:466,1
x05:467,1
x05:468,1
x05:469,1
x05:470,1
x05:471,1
x05:472,1
x05:473,0
x05:474,0
x05:475,0
x05:476,0
x05:477,0
x05:478,0
x05:479,0
x05:480,0
x05:481,0
x05:482,0
x05:483,1
x05:484,0
x05:485,0
x05:486,0
x05:487,0
x05:488,0
x05:489,1
x05:490,0
x05:491,1
x05:492,1
x05:493,0
x05:494,0
x05:495,1
x05:496,1
x05:497,1
x05:498,1
x05:499,1
x05:500,1
x05:501,0
x05:502,1
x05:503,1
x06:0,0
x06:1,0
x06:2,0
x06:3,0
x06:4,0
x06:5,0
x06:6,0
x06:7,0
x06:8,0
x06:9,0
x06:10,0
x06:11,0
x06:12,0
x06:13,0
x06:14,0
x06:15,0
x06:16,0
x06:17,0
x06:18,0
x06:19,0
x06:20,0
x06:21,0
x06:22,0
x06:23,0
x06:24,0
x06:25,0
x06:26,0
x06:27,0
x06:28,0
x06:29,0
x06:30,0
x06:31,0
x06:32,0
x06:33,0
x06:34,0
x06:35,0
x06:36,0
x06:37,0
x06:38,0
x06:39,0
x06:40,0
x06:41,0
x06:42,0
x06:43,0
x06:44,0
x06:45,0
x06:46,0
x06:47,0
x06:48,0
x06:49,0
x06:50,0
x06:51,0
x06:52,0
x06:53,0
x06:54,0
x06:55,0
x06:56,0
x06:57,0
x06:58,0
x06:59,0
x06:60,0
x06:61,0
x06:62,0
x06:63,0
x06:64,0
x06:65,0
x06:66,0
x06:67,0
x06:68,0
x06:69,0
x06:70,0
x06:71,0
x06:72,0
x06:73,0
x06:74,0
x06:75,0
x06:76,0
x06:77,0
x06:78,0
x06:79,0
x06:80,0
x06:81,0
x06:82,0
x06:83,0
x06:84,0
x06:85,0
x06:86,0
x06:87,0
x06:88,0
x06:89,0
x06:90,0
x06:91,0
x06:92,0
x06:93,0
x06:94,0
x06:95,0
x06:96,0
x06:97,0
x06:98,0
x06:99,0
x06:100,0
x06:101,0
x06:102,0
x06:103,0
x06:104,0
x06:105,0
x06:106,0
x06:107,0
x06:108,0
x06:109,0
x06:110,0
x06:111,0
x06:112,0
x06:113,0
x06:114,0
x06:115,0
x06:116,0
x06:117,0
x06:118,0
x06:119,0
x06:120,0
x06:121,0
x06:122,0
x06:123,0
x06:124,0
x06:125,0
x06:126,0
x06:127,0
x06:128,0
x06:129,0
x06:130,0
x06:131,0
x06:132,0
x06:133,0
x06:134,0
x06:135,0
x06:136,0
x06:137,0
x06:138,0
x06:139,0
x06:140,0
x06:141,0
x06:142,0
x06:143,0
x06:144,0
x06:145,0
x06:146,0
x06:147,0
x06:148,0
x06:149,0
x06:150,0
x06:151,0
x06:152,0
x06:153,0
x06:154,0
x06:155,0
x06:156,0
x06:157,0
x06:158,0
x06:159,0
x06:160,0
x06:161,0
x06:162,0
x06:163,0
x06:164,0
x06:165,0
x06:166,0
x06:167,0
x06:168,0
x06:169,0
x06:170,0
x06:171,0
x06:172,0
x06:173,0
x06:174,0
x06:175,0
x06:176,0
x06:177,0
x06:178,0
x06:179,0
x06:180,0
x06:181,0
x06:182,0
x06:183,0
x06:184,0
x06:185,0
x06:186,0
x06:187,0
x06:188,0
x06:189,0
x06:190,0
x06:191,0
x06:192,0
x06:193,0
x06:194,0
x06:195,0
x06:196,0
x06:197,0
x06:198,0
x06:199,0
x06:200,0
x06:201,0
x06:202,0
x06:203,0
x06:204,0
x06:205,0
x06:206,0
x06:207,0
x06:208,0
x06:209,0
x06:210,0
x06:211,0
x06:212,0
x06:213,0
x06:214,0
x06:215,0
x06:216,0
x06:217,0
x06:218,0
x06:219,0
x06:220,0
x06:221,0
x06:222,0
x06:223,0
x06:224,0
x06:225,0
x06:226,0
x06:227,0
x06:228,0
x06:229,0
x06:230,0
x06:231,0
x06:232,0
x06:233,0
x06:234,0
x06:235,0
x06:236,0
x06:237,0
x06:238,0
x06:239,0
x06:240,0
x06:241,0
x06:242,0
x06:243,0
x06:244,0
x06:245,0
x06:246,0
x06:247,0
x06:248,0
x06:249,0
x06:250,0
x06:251,0
x06:252,0
x06:253,0
x06:254,0
x06:255,0
x06:256,0
x06:257,0
x06:258,0
x06:259,0
x06:260,0
x06:261,0
x06:262,0
x06:263,0
x06:264,0
x06:265,0
x06:266,0
x06:267,0
x06:268,0
x06:269,0
x06:270,0
x06:271,0
x06:272,0
x06:273,0
x06:274,0
x06:275,0
x06:276,0
x06:277,0
x06:278,0
x06:279,0
x06:280,0
x06:281,0
x06:282,0
x06:283,0
x06:284,0
x06:285,0
x06:286,0
x06:287,0
x06:288,0
x06:289,0
x06:290,0
x06:291,0
x06:292,0
x06:293,0
x06:294,0
x06:295,0
x06:296,0
x06:297,0
x06:298,0
x06:299,0
x06:300,0
x06:301,0
x06:302,0
x06:303,0
x06:304,0
x06:305,0
x06:306,0
x06:307,0
x06:308,0
x06:309,0
x06:310,0
x06:311,0
x06:312,0
x06:313,0
x06:314,0
x06:315,0
x06:316,0
x06:317,0
x06:318,0
x06:319,0
x06:320,0
x06:321,0
x06:322,0
x06:323,0
x06:324,0
x06:325,0
x06:326,0
x06:327,0
x06:328,0
x06:329,0
x06:330,0
x06:331,0
x06:332,0
x06:333,0
x06:334,0
x06:335,0
x06:336,0
x06:337,0
x06:338,0
x06:339,0
x06:340,0
x06:341,0
x06:342,0
x06:343,0
x06:344,0
x06:345,0
x06:346,0
x06:347,0
x06:348,0
x06:349,0
x06:350,0
x06:351,0
x06:352,0
x06:353,0
x06:354,0
x06:355,0
x06:356,0
x06:357,0
x06:358,0
x06:359,0
x06:360,0
x06:361,0
x06:362,0
x06:363,0
x06:364,0
x06:365,0
x06:366,0
x06:367,0
x06:368,0
x06:369,0
x06:370,0
x06:371,0
x06:372,0
x06:373,0
x06:374,0
x06:375,0
x06:376,0
x06:377,0
x06:378,0
x06:379,0
x06:380,0
x06:381,0
x06:382,0
x06:383,0
x06:384,0
x06:385,0
x06:386,0
x06:387,0
x06:388,0
x06:389,0
x06:390,0
x06:391,0
x06:392,0
x06:393,0
x06:394,0
x06:395,0
x06:396,0
x06:397,0
x06:398,0
x06:399,0
x06:400,0
x06:401,0
x06:402,0
x06:403,0
x06:404,0
x06:405,0
x06:406,0
x06:407,0
x06:408,0
x06:409,0
x06:410,0
x06:411,0
x06:412,0
x06:413,0
x06:414,0
x06:415,0
x06:416,0
x06:417,0
x06:418,0
x06:419,0
x06:420,0
x06:421,0
x06:422,0
x06:423,0
x06:424,0
x06:425,0
x06:426,0
x06:427,0
x06:428,0
x06:429,0
x06:430,0
x06:431,0
x06:432,0
x06:433,0
x06:434,0
x06:435,0
x06:436,0
x06:437,0
x06:438,0
x06:439,0
x06:440,0
x06:441,0
x06:442,0
x06:443,0
x06:444,0
x06:445,0
x06:446,0
x06:447,0
x06:448,0
x07:0,0
x07:1,0
x07:2,0
x07:3,0
x07:4,0
x07:5,0
x07:6,0
x07:7,0
x07:8,0
x07:9,0
x07:10,0
x07:11,0
x07:12,0
x07:13,0
x07:14,0
x07:15,0
x07:16,0
x07:17,0
x07:18,0
x07:19,0
x07:20,0
x07:21,0
x07:22,0
x07:23,0
x07:24,0
x07:25,0
x07:26,0
x07:27,0
x07:28,0
x07:29,0
x07:30,0
x07:31,0
x07:32,0
x07:33,0
x07:34,0
x07:35,0
x07:36,0
x07:37,0
x07:38,0
x07:39,0
x07:40,0
x07:41,0
x07:42,1
x07:43,1
x07:44,1
x07:45,1
x07:46,1
x07:47,0
x07:48,0
x07:49,1
x07:50,1
x07:51,1
x07:52,1
x07:53,1
x07:54,1
x07:55,1
x07:56,1
x07:57,1
x07:58,1
x07:59,1
x07:60,1
x07:61,1
x07:62,1
x07:63,1
x07:64,1
x07:65,1
x07:66,1
x07:67,1
x07:68,1
x07:69,1
x07:70,1
x07:71,1
x07:72,1
x07:73,1
x07:74,1
x07:75,1
x07:76,1
x07:77,1
x07:78,1
x07:79,1
x07:80,1
x07:81,1
x07:82,1
x07:83,1
x07:84,1
x07:85,1
x07:86,1
x07:87,1
x07:88,1
x07:89,0
x07:90,0
x07:91,0
x07:92,0
x07:93,0
x07:94,0
x07:95,0
x07:96,0
x07:97,0
x07:98,0
x07:99,0
x07:100,1
x07:101,1
x07:102,1
x07:103,1
x07:104,1
x07:105,1
x07:106,1
x07:107,1
x07:108,1
x07:109,1
x07:110,1
x07:111,1
x07:112,1
x07:113,1
x07:114,1
x07:115,1
x07:116,0
x07:117,0
x07:118,0
x07:119,0
x07:120,0
x07:121,0
x07:122,0
x07:123,0
x07:124,0
x07:125,0
x07:126,0
x07:127,0
x07:128,0
x07:129,0
x07:130,0
x07:131,0
x07:132,0
x07:133,0
x07:134,0
x07:135,0
x07:136,0
x07:137,0
x07:138,0
x07:139,0
x07:140,0
x07:141,0
x07:142,0
x07:143,0
x07:144,0
x07:145,0
x07:146,0
x07:147,0
x07:148,0
x07:149,0
x07:150,0
x07:151,0
x07:152,0
x07:153,0
x07:154,0
x07:155,0
x07:156,0
x07:157,0
x07:158,0
x07:159,0
x07:160,0
x07:161,0
x07:162,0
x07:163,0
x07:164,0
x07:165,0
x07:166,0
x07:167,0
x07:168,0
x07:169,0
x07:170,0
x07:171,0
x07:172,0
x07:173,0
x07:174,0
x07:175,0
x07:176,0
x07:177,0
x07:178,0
x07:179,0
x07:180,0
x07:181,0
x07:182,0
x07:183,1
x07:184,1
x07:185,1
x07:186,1
x07:187,1
x07:188,1
x07:189,1
x07:190,1
x07:191,1
x07:192,1
x07:193,1
x07:194,1
x07:195,1
x07:196,1
x07:197,1
x07:198,1
x07:199,1
x07:200,1
x07:201,1
x07:202,1
x07:203,1
x07:204,1
x07:205,0
x07:206,0
x07:207,0
x07:208,0
x07:209,0
x07:210,0
x07:211,0
x07:212,0
x07:213,0
x07:214,0
x07:215,0
x07:216,0
x07:217,0
x07:218,0
x07:219,0
x07:220,0
x07:221,0
x07:222,0
x07:223,0
x07:224,0
x07:225,0
x07:226,0
x07:227,0
x07:228,0
x07:229,0
x07:230,0
x07:231,0
x07:232,0
x07:233,1
x07:234,1
x07:235,1
x07:236,1
x07:237,1
x07:238,1
x07:239,1
x07:240,1
x07:241,0
x07:242,0
x07:243,0
x07:244,1
x07:245,1
x07:246,1
x07:247,0
x07:248,0
x07:249,0
x07:250,0
x07:251,0
x07:252,0
x07:253,0
x07:254,0
x07:255,0
x07:256,0
x07:257,0
x07:258,1
x07:259,1
x07:260,1
x07:261,1
x07:262,1
x07:263,0
x07:264,0
x07:265,0
x07:266,0
x07:267,0
x07:268,0
x07:269,0
x07:270,0
x07:271,0
x07:272,0
x07:273,1
x07:274,1
x07:275,1
x07:276,1
x07:277,1
x07:278,1
x07:279,0
x07:280,0
x07:281,1
x07:282,1
x07:283,1
x07:284,1
x07:285,0
x07:286,0
x07:287,0
x07:288,0
x07:289,0
x07:290,0
x07:291,0
x07:292,0
x07:293,0
x07:294,0
x07:295,0
x07:296,0
x07:297,0
x07:298,0
x07:299,0
x07:300,0
x07:301,0
x07:302,0
x07:303,0
x07:304,0
x07:305,0
x07:306,0
x07:307,0
x07:308,0
x07:309,0
x07:310,0
x07:311,0
x07:312,1
x07:313,1
x07:314,1
x07:315,1
x07:316,1
x07:317,1
x07:318,1
x07:319,1
x07:320,1
x07:321,1
x07:322,1
x07:323,1
x07:324,1
x07:325,1
x07:326,0
x07:327,0
x07:328,1
x07:329,1
x07:330,1
x07:331,1
x07:332,1
x07:333,1
x07:334,1
x07:335,1
x07:336,1
x07:337,1
x07:338,1
x07:339,1
x07:340,1
x07:341,1
x07:342,1
x07:343,1
x07:344,1
x07:345,1
x07:346,1
x07:347,1
x07:348,1
x07:349,1
x07:350,1
x07:351,1
x07:352,1
x07:353,1
x07:354,1
x07:355,1
x07:356,0
x07:357,0
x07:358,1
x07:359,1
x07:360,1
x07:361,1
x07:362,1
x07:363,1
x07:364,1
x07:365,1
x07:366,1
x07:367,1
x07:368,1
x07:369,1
x07:370,1
x07:371,1
x07:372,1
x07:373,1
x07:374,1
x07:375,1
x07:376,1
x07:377,1
x07:378,1
x07:379,1
x07:380,1
x07:381,1
x07:382,1
x07:383,0
x07:384,0
x07:385,0
x07:386,0
x07:387,0
x07:388,0
x07:389,0
x07:390,0
x07:391,0
x07:392,0
x07:393,0
x07:394,0
x07:395,0
x07:396,0
x07:397,0
x07:398,0
x07:399,0
x07:400,0
x07:401,0
x07:402,0
x07:403,0
x07:404,0
x07:405,0
x07:406,0
x07:407,0
x07:408,0
x07:409,0
x07:410,0
x07:411,0
x07:412,0
x07:413,0
x07:414,0
x07:415,0
x07:416,0
x07:417,0
x07:418,0
x07:419,0
x07:420,0
x07:421,0
x07:422,0
x07:423,0
x07:424,1
x07:425,1
x07:426,1
x07:427,1
x07:428,1
x07:429,1
x07:430,1
x07:431,1
x07:432,1
x07:433,1
x07:434,1
x07:435,1
x07:436,1
x07:437,1
x07:438,1
x07:439,1
x07:440,1
x07:441,1
x07:442,1
x07:443,1
x07:444,1
x07:445,1
x07:446,1
x07:447,1
x07:448,1
x07:449,1
x07:450,1
x07:451,1
x07:452,1
x07:453,1
x07:454,1
x07:455,1
x07:456,1
x07:457,1
x07:458,1
x07:459,1
x07:460,1
x07:461,1
x07:462,1
x07:463,1
x07:464,1
x07:465,1
x07:466,1
x07:467,1
x07:468,1
x07:469,1
x07:470,1
x07:471,1
x07:472,0
x07:473,0
x07:474,0
x07:475,0
x07:476,0
x07:477,1
x07:478,1
x07:479,1
x07:480,1
x07:481,1
x07:482,1
x07:483,1
x07:484,1
x07:485,0
x07:486,0
x07:487,0
x07:488,1
x07:489,1
x07:490,1
x07:491,0
x07:492,0
x07:493,0
x07:494,0
x07:495,0
x07:496,0
x07:497,0
x07:498,0
x07:499,1
x07:500,1
x07:501,0
x07:502,0
x07:503,0
x07:504,0
x07:505,0
x07:506,1
x07:507,1
x08:0,0
x08:1,0
x08:2,0
x08:3,0
x08:4,0
x08:5,0
x08:6,0
x08:7,0
x08:8,0
x08:9,0
x08:10,0
x08:11,0
x08:12,0
x08:13,0
x08:14,0
x08:15,0
x08:16,0
x08:17,1
x08:18,0
x08:19,0
x08:20,0
x08:21,0
x08:22,0
x08:23,0
x08:24,0
x08:25,1
x08:26,0
x08:27,0
x08:28,0
x08:29,0
x08:30,0
x08:31,0
x08:32,0
x08:33,1
x08:34,1
x08:35,1
x08:36,0
x08:37,0
x08:38,1
x08:39,1
x08:40,1
x08:41,1
x08:42,1
x08:43,1
x08:44,1
x08:45,1
x08:46,1
x08:47,1
x08:48,0
x08:49,0
x08:50,0
x08:51,1
x08:52,1
x08:53,1
x08:54,1
x08:55,1
x08:56,1
x08:57,1
x08:58,1
x08:59,1
x08:60,0
x08:61,0
x08:62,0
x08:63,0
x08:64,0
x08:65,0
x08:66,1
x08:67,0
x08:68,1
x08:69,1
x08:70,1
x08:71,1
x08:72,1
x08:73,1
x08:74,1
x08:75,1
x08:76,1
x08:77,1
x08:78,1
x08:79,1
x08:80,1
x08:81,1
x08:82,1
x08:83,1
x08:84,1
x08:85,1
x08:86,1
x08:87,1
x08:88,1
x08:89,1
x08:90,1
x08:91,1
x08:92,1
x08:93,1
x08:94,1
x08:95,1
x08:96,1
x08:97,1
x08:98,1
x08:99,1
x08:100,1
x08:101,1
x08:102,1
x08:103,1
x08:104,1
x08:105,1
x08:106,1
x08:107,1
x08:108,1
x08:109,1
x08:110,1
x08:111,1
x08:112,1
x08:113,1
x08:114,1
x08:115,1
x08:116,1
x08:117,1
x08:118,1
x08:119,1
x08:120,1
x08:121,1
x08:122,1
x08:123,1
x08:124,1
x08:125,1
x08:126,1
x08:127,1
x08:128,1
x08:129,1
x08:130,1
x08:131,1
x08:132,1
x08:133,1
x08:134,1
x08:135,1
x08:136,1
x08:137,1
x08:138,1
x08:139,1
x08:140,1
x08:141,1
x08:142,1
x08:143,1
x08:144,1
x08:145,1
x08:146,1
x08:147,1
x08:148,1
x08:149,1
x08:150,1
x08:151,1
x08:152,1
x08:153,1
x08:154,1
x08:155,1
x08:156,1
x08:157,1
x08:158,1
x08:159,1
x08:160,1
x08:161,1
x08:162,1
x08:163,1
x08:164,1
x08:165,1
x08:166,1
x08:167,1
x08:168,1
x08:169,0
x08:170,0
x08:171,0
x08:172,0
x08:173,0
x08:174,0
x08:175,0
x08:176,0
x08:177,0
x08:178,0
x08:179,0
x08:180,0
x08:181,0
x08:182,0
x08:183,0
x08:184,0
x08:185,0
x08:186,0
x08:187,0
x08:188,0
x08:189,0
x08:190,0
x08:191,0
x08:192,0
x08:193,0
x08:194,0
x08:195,0
x08:196,0
x08:197,0
x08:198,0
x08:199,0
x08:200,0
x08:201,0
x08:202,0
x08:203,0
x08:204,0
x08:205,0
x08:206,0
x08:207,0
x08:208,0
x08:209,0
x08:210,0
x08:211,0
x08:212,0
x08:213,0
x08:214,0
x08:215,0
x08:216,0
x08:217,0
x08:218,0
x08:219,0
x08:220,0
x08:221,0
x08:222,0
x08:223,0
x08:224,0
x08:225,0
x08:226,0
x08:227,0
x08:228,0
x08:229,0
x08:230,0
x08:231,0
x08:232,0
x08:233,0
x08:234,0
x08:235,0
x08:236,0
x08:237,0
x08:238,0
x08:239,0
x08:240,0
x08:241,0
x08:242,0
x08:243,0
x08:244,0
x08:245,0
x08:246,0
x08:247,0
x08:248,0
x08:249,0
x08:250,0
x08:251,0
x08:252,0
x08:253,0
x08:254,0
x08:255,0
x08:256,0
x08:257,0
x08:258,0
x08:259,1
x08:260,1
x08:261,1
x08:262,1
x08:263,1
x08:264,1
x08:265,1
x08:266,1
x08:267,1
x08:268,1
x08:269,1
x08:270,1
x08:271,1
x08:272,1
x08:273,1
x08:274,1
x08:275,1
x08:276,1
x08:277,1
x08:278,1
x08:279,1
x08:280,1
x08:281,1
x08:282,1
x08:283,1
x08:284,1
x08:285,1
x08:286,1
x08:287,1
x08:288,1
x08:289,1
x08:290,1
x08:291,1
x08:292,1
x08:293,1
x08:294,1
x08:295,1
x08:296,1
x08:297,1
x08:298,1
x08:299,1
x08:300,0
x08:301,0
x08:302,0
x08:303,1
x08:304,0
x08:305,0
x08:306,0
x08:307,0
x08:308,0
x08:309,0
x08:310,0
x08:311,0
x08:312,0
x08:313,0
x08:314,0
x08:315,0
x08:316,0
x08:317,0
x08:318,0
x08:319,0
x08:320,0
x08:321,0
x08:322,0
x08:323,0
x08:324,0
x08:325,0
x08:326,0
x08:327,0
x08:328,0
x08:329,0
x08:330,0
x08:331,0
x08:332,0
x08:333,0
x08:334,0
x08:335,0
x08:336,0
x08:337,0
x08:338,0
x08:339,0
x08:340,0
x08:341,0
x08:342,0
x08:343,0
x08:344,0
x08:345,0
x08:346,0
x08:347,0
x08:348,0
x08:349,1
x08:350,1
x08:351,1
x08:352,1
x08:353,1
x08:354,1
x08:355,1
x08:356,1
x08:357,1
x08:358,1
x08:359,1
x08:360,1
x08:361,1
x08:362,0
x08:363,1
x08:364,1
x08:365,1
x08:366,1
x08:367,1
x08:368,1
x08:369,1
x08:370,1
x08:371,1
x08:372,1
x08:373,1
x08:374,1
x08:375,1
x08:376,1
x08:377,1
x08:378,1
x08:379,1
x08:380,1
x08:381,1
x08:382,1
x08:383,1
x08:384,1
x08:385,1
x08:386,1
x08:387,1
x08:388,1
x08:389,1
x08:390,1
x08:391,1
x08:392,1
x08:393,1
x08:394,1
x08:395,1
x08:396,1
x08:397,1
x08:398,1
x08:399,1
x08:400,1
x08:401,1
x08:402,1
x08:403,1
x08:404,1
x08:405,1
x08:406,1
x08:407,1
x08:408,1
x08:409,1
x08:410,1
x08:411,1
x08:412,1
x08:413,1
x08:414,1
x08:415,1
x08:416,1
x08:417,1
x08:418,1
x08:419,1
x08:420,1
x08:421,1
x08:422,1
x08:423,1
x08:424,1
x08:425,1
x08:426,1
x08:427,1
x08:428,1
x08:429,1
x08:430,1
x08:431,1
x08:432,1
x08:433,1
x08:434,1
x08:435,1
x08:436,1
x08:437,1
x08:438,1
x08:439,1
x08:440,1
x08:441,1
x08:442,1
x08:443,1
x08:444,1
x08:445,1
x08:446,1
x08:447,1
x08:448,1
x08:449,1
x08:450,1
x08:451,1
x08:452,1
x08:453,1
x08:454,1
x08:455,1
x08:456,1
x08:457,1
x08:458,1
x08:459,1
x08:460,1
x08:461,1
x08:462,1
x08:463,1
x08:464,1
x08:465,1
x08:466,1
x08:467,1
x08:468,1
x08:469,1
x08:470,1
x08:471,1
x08:472,1
x08:473,1
x08:474,1
x08:475,1
x08:476,1
x08:477,1
x08:478,1
x08:479,0
x08:480,1
x08:481,1
x08:482,0
x08:483,1
x08:484,1
x08:485,1
x08:486,1
x08:487,1
x08:488,1
x08:489,1
x08:490,1
x08:491,0
x08:492,0
x08:493,1
x08:494,1
x08:495,1
x08:496,1
x08:497,1
x08:498,1
x08:499,1
x08:500,1
x08:501,1
x08:502,1
x08:503,1
x08:504,1
x08:505,1
x08:506,1
x08:507,0
x08:508,0
x08:509,0
x08:510,0
x08:511,0
x08:512,0
x08:513,0
x08:514,1
x08:515,1
x08:516,1
x09:0,0
x09:1,0
x09:2,0
x09:3,0
x09:4,0
x09:5,0
x09:6,0
x09:7,0
x09:8,0
x09:9,0
x09:10,0
x09:11,0
x09:12,0
x09:13,0
x09:14,0
x09:15,0
x09:16,0
x09:17,0
x09:18,0
x09:19,0
x09:20,0
x09:21,0
x09:22,0
x09:23,0
x09:24,0
x09:25,0
x09:26,0
x09:27,0
x09:28,0
x09:29,0
x09:30,0
x09:31,0
x09:32,0
x09:33,0
x09:34,0
x09:35,0
x09:36,0
x09:37,0
x09:38,0
x09:39,0
x09:40,0
x09:41,0
x09:42,0
x09:43,0
x09:44,0
x09:45,0
x09:46,0
x09:47,0
x09:48,0
x09:49,0
x09:50,0
x09:51,0
x09:52,0
x09:53,0
x09:54,0
x09:55,0
x09:56,0
x09:57,0
x09:58,0
x09:59,0
x09:60,0
x09:61,0
x09:62,0
x09:63,0
x09:64,0
x09:65,0
x09:66,0
x09:67,0
x09:68,0
x09:69,0
x09:70,0
x09:71,0
x09:72,0
x09:73,0
x09:74,0
x09:75,0
x09:76,0
x09:77,0
x09:78,0
x09:79,0
x09:80,0
x09:81,0
